# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 24 15:25:48 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
Kepler-52 d,Kepler-52,2014,Kepler,0.182000,,,321.5420000
Kepler-520 b,Kepler-520,2016,Kepler,0.149000,,1.14,623.9010000
Kepler-520 c,Kepler-520,2016,Kepler,0.061000,,1.14,623.9010000
Kepler-521 b,Kepler-521,2016,Kepler,0.165500,,1.23,830.6380000
Kepler-522 b,Kepler-522,2016,Kepler,0.255100,,1.49,639.2390000
Kepler-523 b,Kepler-523,2016,Kepler,0.060600,,0.87,253.2950000
Kepler-524 b,Kepler-524,2016,Kepler,0.079000,,1.03,1058.2400000
Kepler-524 c,Kepler-524,2016,Kepler,0.030300,,1.04,1058.2400000
Kepler-525 b,Kepler-525,2016,Kepler,0.138700,,1.02,992.8520000
Kepler-526 b,Kepler-526,2016,Kepler,0.064000,,1.17,666.1460000
Kepler-527 b,Kepler-527,2016,Kepler,0.114200,,1.12,750.0400000
Kepler-528 b,Kepler-528,2016,Kepler,0.145000,,1.04,784.2300000
Kepler-529 b,Kepler-529,2016,Kepler,,,,799.0080000
Kepler-529 c,Kepler-529,2016,Kepler,,,,799.0080000
Kepler-529 d,Kepler-529,2021,Kepler,,,1.00,799.0080000
Kepler-53 b,Kepler-53,2012,Kepler,,,1.00,1366.0700000
Kepler-53 c,Kepler-53,2012,Kepler,,0.11327,0.98,1366.0700000
Kepler-53 d,Kepler-53,2014,Kepler,,,1.00,1366.0700000
Kepler-530 b,Kepler-530,2016,Kepler,,,,457.7090000
Kepler-531 b,Kepler-531,2016,Kepler,0.169400,,0.72,252.7620000
Kepler-532 b,Kepler-532,2016,Kepler,,,0.84,312.7980000
Kepler-533 b,Kepler-533,2016,Kepler,,,0.73,302.9550000
Kepler-534 b,Kepler-534,2016,Kepler,,,1.08,570.6590000
Kepler-534 c,Kepler-534,2021,Kepler,0.076100,,1.07,570.6590000
Kepler-535 b,Kepler-535,2016,Kepler,0.060100,,1.20,685.5990000
Kepler-536 b,Kepler-536,2016,Kepler,,,0.96,462.3220000
Kepler-537 b,Kepler-537,2016,Kepler,,,1.01,439.4000000
Kepler-538 b,Kepler-538,2016,Kepler,0.353900,,0.88,155.9560000
Kepler-539 b,Kepler-539,2016,Kepler,,,,307.3180000
Kepler-539 c,Kepler-539,2016,Kepler,2.420000,2.40000,1.05,307.3180000
Kepler-54 b,Kepler-54,2012,Kepler,0.061800,,0.49,271.7010000
Kepler-54 c,Kepler-54,2012,Kepler,,,0.35,271.7010000
Kepler-54 d,Kepler-54,2014,Kepler,0.126000,,,271.7010000
Kepler-540 b,Kepler-540,2016,Kepler,0.586600,,0.90,390.3740000
Kepler-541 b,Kepler-541,2016,Kepler,0.058400,,1.02,1060.6800000
Kepler-542 b,Kepler-542,2016,Kepler,0.103800,,0.86,436.0160000
Kepler-543 b,Kepler-543,2016,Kepler,0.098000,,0.65,221.8020000
Kepler-544 b,Kepler-544,2016,Kepler,0.157000,,1.12,963.1800000
Kepler-545 b,Kepler-545,2016,Kepler,0.110000,,1.00,818.0010000
Kepler-546 b,Kepler-546,2016,Kepler,,,1.01,1019.6500000
Kepler-547 b,Kepler-547,2016,Kepler,0.058000,,0.70,378.9720000
Kepler-548 b,Kepler-548,2016,Kepler,0.049500,,0.81,751.7760000
Kepler-549 b,Kepler-549,2016,Kepler,0.228300,,0.86,635.1450000
Kepler-549 c,Kepler-549,2016,Kepler,0.445300,,0.86,635.1450000
Kepler-55 b,Kepler-55,2012,Kepler,,,0.69,578.7960000
Kepler-55 c,Kepler-55,2012,Kepler,,,0.62,578.7960000
Kepler-55 d,Kepler-55,2014,Kepler,,,0.69,578.7960000
Kepler-55 e,Kepler-55,2014,Kepler,0.048000,,0.71,578.7960000
Kepler-55 f,Kepler-55,2014,Kepler,0.079500,,0.65,578.7960000
Kepler-550 b,Kepler-550,2016,Kepler,,,0.87,531.9440000
Kepler-551 b,Kepler-551,2016,Kepler,,,0.66,311.1750000
Kepler-552 b,Kepler-552,2016,Kepler,,,,843.6890000
Kepler-553 b,Kepler-553,2016,Kepler,0.046000,,0.79,728.5250000
Kepler-553 c,Kepler-553,2016,Kepler,0.859000,,0.79,728.5250000
Kepler-554 b,Kepler-554,2016,Kepler,,,0.92,690.5250000
Kepler-555 b,Kepler-555,2016,Kepler,,,1.07,973.1210000
Kepler-556 b,Kepler-556,2016,Kepler,,,0.99,674.5980000
Kepler-557 b,Kepler-557,2016,Kepler,0.046900,,1.00,2097.1200000
Kepler-558 b,Kepler-558,2016,Kepler,,,0.88,661.8760000
Kepler-559 b,Kepler-559,2016,Kepler,,,,776.7080000
Kepler-56 b,Kepler-56,2012,Kepler,,,1.29,912.9940000
Kepler-56 c,Kepler-56,2012,Kepler,,,1.29,912.9940000
Kepler-56 d,Kepler-56,2016,Multiple Observatories,2.160000,5.61000,,912.9940000
Kepler-560 b,Kepler-560,2016,Kepler,,,0.40,109.3080000
Kepler-561 b,Kepler-561,2016,Kepler,0.291800,,0.97,621.3780000
Kepler-561 c,Kepler-561,2016,Kepler,0.059300,,0.97,621.3780000
Kepler-562 b,Kepler-562,2016,Kepler,0.133300,,0.97,992.7690000
Kepler-563 b,Kepler-563,2016,Kepler,,,0.84,565.2070000
Kepler-564 b,Kepler-564,2016,Kepler,,,,863.0370000
Kepler-565 b,Kepler-565,2016,Kepler,,,,
Kepler-566 b,Kepler-566,2016,Kepler,,,0.80,564.2770000
Kepler-567 b,Kepler-567,2016,Kepler,,,0.82,558.8100000
Kepler-568 b,Kepler-568,2016,Kepler,0.078000,,0.52,130.6450000
Kepler-569 b,Kepler-569,2016,Kepler,0.206700,,1.01,638.3010000
Kepler-57 b,Kepler-57,2012,Kepler,0.059000,,0.84,644.1400000
Kepler-57 c,Kepler-57,2012,Kepler,,,,644.1400000
Kepler-570 b,Kepler-570,2016,Kepler,0.049700,,0.88,568.1480000
Kepler-571 b,Kepler-571,2016,Kepler,0.054400,,0.93,723.8750000
Kepler-572 b,Kepler-572,2016,Kepler,,,0.86,504.6670000
Kepler-573 b,Kepler-573,2016,Kepler,,,0.99,771.4710000
Kepler-574 b,Kepler-574,2016,Kepler,0.072300,,0.86,682.8960000
Kepler-575 b,Kepler-575,2016,Kepler,,,0.98,853.9770000
Kepler-576 b,Kepler-576,2016,Kepler,0.189200,,1.01,617.5500000
Kepler-577 b,Kepler-577,2016,Kepler,0.157000,,0.78,524.2470000
Kepler-578 b,Kepler-578,2016,Kepler,,,0.90,541.4320000
Kepler-579 b,Kepler-579,2016,Kepler,,,0.97,530.7650000
Kepler-58 b,Kepler-58,2012,Kepler,,,1.02,969.2520000
Kepler-58 c,Kepler-58,2012,Kepler,,,,969.2520000
Kepler-58 d,Kepler-58,2014,Kepler,0.232000,,1.04,969.2520000
Kepler-580 b,Kepler-580,2016,Kepler,,,0.67,323.8990000
Kepler-581 b,Kepler-581,2016,Kepler,,,1.01,703.7580000
Kepler-582 b,Kepler-582,2016,Kepler,,,,613.1790000
Kepler-583 b,Kepler-583,2016,Kepler,0.064000,,0.83,867.2710000
Kepler-584 b,Kepler-584,2016,Kepler,,,1.18,1848.8400000
Kepler-585 b,Kepler-585,2016,Kepler,,,0.96,585.1870000
Kepler-586 b,Kepler-586,2016,Kepler,0.031000,,0.90,693.7660000
Kepler-587 b,Kepler-587,2016,Kepler,,,0.96,787.8940000
Kepler-588 b,Kepler-588,2016,Kepler,0.052000,,1.05,1209.4000000
Kepler-589 b,Kepler-589,2016,Kepler,,,0.90,612.8030000
Kepler-589 c,Kepler-589,2021,Kepler,,,0.83,612.8030000
Kepler-59 b,Kepler-59,2012,Kepler,0.106000,,1.14,1163.2200000
Kepler-59 c,Kepler-59,2012,Kepler,,,1.12,1163.2200000
Kepler-590 b,Kepler-590,2016,Kepler,,,1.10,1421.8100000
Kepler-591 b,Kepler-591,2016,Kepler,0.371900,,1.04,785.1370000
Kepler-592 b,Kepler-592,2016,Kepler,,,1.08,1153.1300000
Kepler-593 b,Kepler-593,2016,Kepler,0.150800,,1.01,973.7600000
Kepler-594 b,Kepler-594,2016,Kepler,,,0.91,769.2000000
Kepler-595 b,Kepler-595,2016,Kepler,,,0.87,643.0090000
Kepler-595 c,Kepler-595,2020,Kepler,0.098300,,0.82,643.0090000
Kepler-596 b,Kepler-596,2016,Kepler,,,,1023.8500000
Kepler-597 b,Kepler-597,2016,Kepler,0.108000,,1.00,663.4180000
Kepler-598 b,Kepler-598,2016,Kepler,0.044000,,0.85,681.0860000
Kepler-598 c,Kepler-598,2020,Kepler,0.357600,,0.81,681.0860000
Kepler-599 b,Kepler-599,2016,Kepler,,,0.83,558.5170000
Kepler-6 b,Kepler-6,2009,Kepler,,,1.21,587.0390000
Kepler-60 b,Kepler-60,2012,Kepler,0.075000,,1.12,1025.1000000
Kepler-60 c,Kepler-60,2012,Kepler,,,1.07,1025.1000000
Kepler-60 d,Kepler-60,2012,Kepler,0.105500,,1.10,1025.1000000
Kepler-600 b,Kepler-600,2016,Kepler,,,0.84,619.7230000
Kepler-601 b,Kepler-601,2016,Kepler,0.054700,,0.76,414.8250000
Kepler-602 b,Kepler-602,2016,Kepler,,,0.98,1159.3100000
Kepler-603 b,Kepler-603,2016,Kepler,0.148400,,0.98,1539.6300000
Kepler-603 c,Kepler-603,2016,Kepler,0.500100,,1.02,1539.6300000
Kepler-603 d,Kepler-603,2016,Kepler,,,1.01,1539.6300000
Kepler-604 b,Kepler-604,2016,Kepler,0.173500,,1.04,1026.4900000
Kepler-605 b,Kepler-605,2016,Kepler,,,,556.5800000
Kepler-605 c,Kepler-605,2016,Kepler,0.033000,,0.87,556.5800000
Kepler-606 b,Kepler-606,2016,Kepler,0.169300,,1.09,1215.1100000
Kepler-607 b,Kepler-607,2016,Kepler,0.013500,,0.81,519.1220000
Kepler-607 c,Kepler-607,2021,Kepler,0.212200,,0.81,519.1220000
Kepler-608 b,Kepler-608,2016,Kepler,,,0.99,946.6830000
Kepler-609 b,Kepler-609,2016,Kepler,0.068200,,0.99,1065.8200000
Kepler-61 b,Kepler-61,2013,Kepler,,,0.65,335.0790000
Kepler-610 b,Kepler-610,2016,Kepler,0.071900,,1.01,845.8240000
Kepler-610 c,Kepler-610,2016,Kepler,0.559400,,1.01,845.8240000
Kepler-611 b,Kepler-611,2016,Kepler,,,1.01,1395.5600000
Kepler-612 b,Kepler-612,2016,Kepler,,,0.97,1445.5300000
Kepler-613 b,Kepler-613,2016,Kepler,0.123200,,1.00,861.4940000
Kepler-614 b,Kepler-614,2016,Kepler,,,0.90,527.9950000
Kepler-615 b,Kepler-615,2016,Kepler,0.075600,,0.54,
Kepler-616 b,Kepler-616,2016,Kepler,,,0.98,945.7750000
Kepler-616 c,Kepler-616,2016,Kepler,0.402400,,1.06,945.7750000
Kepler-616 d,Kepler-616,2021,Kepler,,,1.06,945.7750000
Kepler-617 b,Kepler-617,2016,Kepler,,,0.54,173.3540000
Kepler-618 b,Kepler-618,2016,Kepler,0.046000,,1.00,1221.9600000
Kepler-619 b,Kepler-619,2016,Kepler,0.061100,,1.04,900.6780000
Kepler-619 c,Kepler-619,2016,Kepler,0.022500,,1.04,900.6780000
Kepler-62 b,Kepler-62,2013,Kepler,,,0.79,300.8740000
Kepler-62 c,Kepler-62,2013,Kepler,,,0.72,300.8740000
Kepler-62 d,Kepler-62,2013,Kepler,,,,300.8740000
Kepler-62 e,Kepler-62,2013,Kepler,0.427000,0.11300,0.69,300.8740000
Kepler-62 f,Kepler-62,2013,Kepler,0.699000,,0.64,300.8740000
Kepler-620 b,Kepler-620,2016,Kepler,0.105300,,0.93,1355.2800000
Kepler-621 b,Kepler-621,2016,Kepler,,,,
Kepler-622 b,Kepler-622,2016,Kepler,0.090900,,0.49,284.7610000
Kepler-623 b,Kepler-623,2016,Kepler,0.082000,,0.89,737.7020000
Kepler-624 b,Kepler-624,2016,Kepler,0.117200,,1.01,748.1880000
Kepler-625 b,Kepler-625,2016,Kepler,,,,760.7080000
Kepler-625 c,Kepler-625,2016,Kepler,0.050800,,1.00,760.7080000
Kepler-626 b,Kepler-626,2016,Kepler,,,,635.6430000
Kepler-627 b,Kepler-627,2016,Kepler,,,1.30,984.3070000
Kepler-628 b,Kepler-628,2016,Kepler,,,1.00,897.9010000
Kepler-629 b,Kepler-629,2016,Kepler,,,0.93,372.0500000
Kepler-63 b,Kepler-63,2013,Kepler,,,0.96,194.0330000
Kepler-630 b,Kepler-630,2016,Kepler,,,1.02,839.7840000
Kepler-631 b,Kepler-631,2016,Kepler,,,1.20,761.9660000
Kepler-632 b,Kepler-632,2016,Kepler,,,,
Kepler-633 b,Kepler-633,2016,Kepler,,,,680.5400000
Kepler-633 c,Kepler-633,2021,Kepler,0.163600,,1.03,680.5400000
Kepler-634 b,Kepler-634,2016,Kepler,,,1.03,888.0270000
Kepler-635 b,Kepler-635,2016,Kepler,,,,1141.0800000
Kepler-636 b,Kepler-636,2016,Kepler,,,,310.3010000
Kepler-637 b,Kepler-637,2016,Kepler,,,,786.0910000
Kepler-638 b,Kepler-638,2016,Kepler,0.063000,,0.91,991.2140000
Kepler-639 b,Kepler-639,2016,Kepler,0.094000,,1.07,850.2420000
Kepler-640 b,Kepler-640,2016,Kepler,,,0.99,557.7870000
Kepler-641 b,Kepler-641,2016,Kepler,0.085000,,0.92,969.9180000
Kepler-642 b,Kepler-642,2016,Kepler,0.056000,,1.22,781.5820000
Kepler-643 b,Kepler-643,2016,Kepler,,,,1063.5800000
Kepler-644 b,Kepler-644,2016,Kepler,0.045000,,1.22,1318.0500000
Kepler-645 b,Kepler-645,2016,Kepler,,,1.13,1173.5700000
Kepler-646 b,Kepler-646,2016,Kepler,,,0.95,451.7940000
Kepler-647 b,Kepler-647,2016,Kepler,0.122400,,0.93,1087.8700000
Kepler-647 c,Kepler-647,2020,Kepler,0.183100,,0.93,1087.8700000
Kepler-648 b,Kepler-648,2016,Kepler,0.130200,,0.97,636.0300000
Kepler-649 b,Kepler-649,2016,Kepler,,,0.97,513.7480000
Kepler-65 b,Kepler-65,2012,Kepler,0.035400,,1.27,303.7280000
Kepler-65 c,Kepler-65,2012,Kepler,0.068000,,1.21,303.7280000
Kepler-65 d,Kepler-65,2012,Kepler,,,1.22,303.7280000
Kepler-65 e,Kepler-65,2019,W. M. Keck Observatory,,0.82000,1.25,303.7280000
Kepler-650 b,Kepler-650,2016,Kepler,0.041500,,1.03,884.3780000
Kepler-651 b,Kepler-651,2016,Kepler,,,,509.4080000
Kepler-652 b,Kepler-652,2016,Kepler,0.048400,,0.86,394.5500000
Kepler-653 b,Kepler-653,2016,Kepler,0.121000,,1.10,595.6340000
Kepler-653 c,Kepler-653,2016,Kepler,,,0.97,595.6340000
Kepler-654 b,Kepler-654,2016,Kepler,,,1.05,974.1240000
Kepler-655 b,Kepler-655,2016,Kepler,,,,752.5620000
Kepler-656 b,Kepler-656,2016,Kepler,,,0.87,890.3520000
Kepler-657 b,Kepler-657,2016,Kepler,0.165400,,1.00,1691.8800000
Kepler-658 b,Kepler-658,2016,Kepler,0.018800,,0.53,388.3840000
Kepler-659 b,Kepler-659,2016,Kepler,,,0.79,722.6400000
Kepler-66 b,Kepler-66,2013,Kepler,,,1.04,1202.9600000
Kepler-660 b,Kepler-660,2016,Kepler,0.075900,,0.68,568.4310000
Kepler-661 b,Kepler-661,2016,Kepler,,,0.70,534.7880000
Kepler-662 b,Kepler-662,2016,Kepler,,,0.79,815.6370000
Kepler-663 b,Kepler-663,2016,Kepler,0.055900,,0.93,1063.0900000
Kepler-664 b,Kepler-664,2016,Kepler,,,0.99,1210.1200000
Kepler-665 b,Kepler-665,2016,Kepler,0.114800,,0.79,612.8380000
Kepler-666 b,Kepler-666,2016,Kepler,0.054200,,1.05,1508.7100000
Kepler-667 b,Kepler-667,2016,Kepler,0.228800,,0.93,2302.4500000
Kepler-668 b,Kepler-668,2016,Kepler,0.076500,,0.86,784.6180000
Kepler-669 b,Kepler-669,2016,Kepler,,,1.02,2063.4100000
Kepler-67 b,Kepler-67,2013,Kepler,,,0.87,1131.1900000
Kepler-670 b,Kepler-670,2016,Kepler,0.038200,,0.94,939.7440000
Kepler-671 b,Kepler-671,2016,Kepler,,,,1168.2600000
Kepler-672 b,Kepler-672,2016,Kepler,,,,1033.9300000
Kepler-673 b,Kepler-673,2016,Kepler,0.045600,,0.91,918.2100000
Kepler-674 b,Kepler-674,2016,Kepler,0.026100,,0.47,342.2540000
Kepler-675 b,Kepler-675,2016,Kepler,,,,665.6800000
Kepler-676 b,Kepler-676,2016,Kepler,0.080200,,0.51,295.1960000
Kepler-677 b,Kepler-677,2016,Kepler,0.067000,,0.93,1954.0800000
Kepler-678 b,Kepler-678,2016,Kepler,0.073200,,0.99,1826.1500000
Kepler-679 b,Kepler-679,2016,Kepler,0.097800,,0.81,922.2440000
Kepler-68 b,Kepler-68,2013,Kepler,0.061800,,1.08,144.1660000
Kepler-68 c,Kepler-68,2013,Kepler,0.090700,,1.08,144.1660000
Kepler-68 d,Kepler-68,2013,W. M. Keck Observatory,1.400000,0.94700,1.08,144.1660000
Kepler-680 b,Kepler-680,2016,Kepler,,,0.99,1492.4800000
Kepler-681 b,Kepler-681,2016,Kepler,,,0.80,686.9230000
Kepler-682 b,Kepler-682,2016,Kepler,0.105800,,0.99,1979.2500000
Kepler-683 b,Kepler-683,2016,Kepler,,,0.97,1023.0700000
Kepler-684 b,Kepler-684,2016,Kepler,,,,1731.2700000
Kepler-685 b,Kepler-685,2016,Kepler,0.026500,,0.94,938.7150000
Kepler-686 b,Kepler-686,2016,Kepler,,,,1490.9400000
Kepler-687 b,Kepler-687,2016,Kepler,0.132600,,0.74,633.6600000
Kepler-688 b,Kepler-688,2016,Kepler,0.045900,,0.84,1357.7500000
Kepler-689 b,Kepler-689,2016,Kepler,,,,1131.7300000
Kepler-69 b,Kepler-69,2013,Kepler,,,0.94,730.6250000
Kepler-69 c,Kepler-69,2013,Kepler,0.740000,,0.91,730.6250000
Kepler-690 b,Kepler-690,2016,Kepler,0.080200,,1.15,1665.3100000
Kepler-691 b,Kepler-691,2016,Kepler,0.064400,,0.54,279.1150000
Kepler-692 b,Kepler-692,2016,Kepler,0.149500,,0.93,991.3360000
Kepler-693 b,Kepler-693,2016,Kepler,0.109000,,0.73,1151.5100000
Kepler-694 b,Kepler-694,2016,Kepler,0.067000,,0.97,1023.0600000
Kepler-695 b,Kepler-695,2016,Kepler,0.037400,,0.75,842.9470000
Kepler-696 b,Kepler-696,2016,Kepler,0.053500,,1.16,1416.4400000
Kepler-697 b,Kepler-697,2016,Kepler,,,0.92,1277.3300000
Kepler-698 b,Kepler-698,2016,Kepler,,,,1995.5700000
Kepler-7 b,Kepler-7,2009,Kepler,,,1.10,922.5620000
Kepler-700 b,Kepler-700,2016,Kepler,,,0.97,1491.7600000
Kepler-701 b,Kepler-701,2016,Kepler,,,0.90,774.1520000
Kepler-702 b,Kepler-702,2016,Kepler,0.089000,,0.84,992.0710000
Kepler-703 b,Kepler-703,2016,Kepler,0.054000,,0.98,1156.8300000
Kepler-704 b,Kepler-704,2016,Kepler,0.047000,,0.97,1228.8300000
Kepler-705 b,Kepler-705,2016,Kepler,0.228000,,0.50,276.8810000
Kepler-706 b,Kepler-706,2016,Kepler,0.216200,,0.79,886.6670000
Kepler-707 b,Kepler-707,2016,Kepler,0.031500,,0.84,591.7760000
Kepler-708 b,Kepler-708,2016,Kepler,,,0.97,1394.2200000
Kepler-709 b,Kepler-709,2016,Kepler,,,0.86,664.8430000
Kepler-710 b,Kepler-710,2016,Kepler,,,1.01,1448.3400000
Kepler-711 b,Kepler-711,2016,Kepler,0.142900,,0.70,624.5750000
Kepler-712 b,Kepler-712,2016,Kepler,0.137800,,0.79,872.4930000
Kepler-712 c,Kepler-712,2016,Kepler,,,,872.4930000
Kepler-713 b,Kepler-713,2016,Kepler,0.074800,,1.01,1089.8700000
Kepler-714 b,Kepler-714,2016,Kepler,,,,2083.3700000
Kepler-715 b,Kepler-715,2016,Kepler,0.092000,,1.05,1327.4400000
Kepler-716 b,Kepler-716,2016,Kepler,,,,635.0090000
Kepler-716 c,Kepler-716,2020,Kepler,0.046100,,0.83,635.0090000
Kepler-717 b,Kepler-717,2016,Kepler,0.053000,,1.03,2805.4800000
Kepler-718 b,Kepler-718,2016,Kepler,0.033100,,1.14,1302.3300000
Kepler-719 b,Kepler-719,2016,Kepler,0.055700,,0.92,2497.5100000
Kepler-720 b,Kepler-720,2016,Kepler,0.053900,,0.94,1065.3700000
Kepler-721 b,Kepler-721,2016,Kepler,0.058100,,0.90,926.5980000
Kepler-722 b,Kepler-722,2016,Kepler,0.051400,,1.08,1239.5000000
Kepler-722 c,Kepler-722,2016,Kepler,0.447100,,1.08,1239.5000000
Kepler-723 b,Kepler-723,2016,Kepler,,,,1071.8000000
Kepler-724 b,Kepler-724,2016,Kepler,0.041000,,0.86,853.1190000
Kepler-725 b,Kepler-725,2016,Kepler,0.220500,,0.91,758.4690000
Kepler-726 b,Kepler-726,2016,Kepler,,,0.94,762.0810000
Kepler-727 b,Kepler-727,2016,Kepler,0.054600,,0.82,831.8420000
Kepler-728 b,Kepler-728,2016,Kepler,0.062500,,0.98,1765.2300000
Kepler-729 b,Kepler-729,2016,Kepler,,,1.00,1921.1500000
Kepler-730 b,Kepler-730,2016,Kepler,0.069400,,1.05,1935.0400000
Kepler-730 c,Kepler-730,2018,Kepler,,,1.00,1935.0400000
Kepler-731 b,Kepler-731,2016,Kepler,0.050500,,1.15,1257.1600000
Kepler-732 b,Kepler-732,2016,Kepler,0.067700,,0.46,174.8260000
Kepler-732 c,Kepler-732,2016,Kepler,0.014300,,0.49,174.8260000
Kepler-733 b,Kepler-733,2016,Kepler,0.142000,,0.88,916.7060000
Kepler-734 b,Kepler-734,2016,Kepler,0.061700,,0.84,1157.2100000
Kepler-735 b,Kepler-735,2016,Kepler,,,0.85,695.0590000
Kepler-736 b,Kepler-736,2016,Kepler,,,,1005.4300000
Kepler-737 b,Kepler-737,2016,Kepler,0.142200,,0.47,205.1180000
Kepler-738 b,Kepler-738,2016,Kepler,0.154800,,0.82,1113.6500000
Kepler-739 b,Kepler-739,2016,Kepler,,,1.00,1370.6500000
Kepler-74 b,Kepler-74,2013,Kepler,0.080100,,1.27,1177.5500000
Kepler-740 b,Kepler-740,2016,Kepler,0.046200,,1.02,1442.0200000
Kepler-741 b,Kepler-741,2016,Kepler,,,1.16,1661.8700000
Kepler-742 b,Kepler-742,2016,Kepler,0.070000,,0.65,489.2530000
Kepler-743 b,Kepler-743,2016,Kepler,0.041800,,0.96,278.9870000
Kepler-744 b,Kepler-744,2016,Kepler,,,,449.9640000
Kepler-745 b,Kepler-745,2016,Kepler,,,,1780.3800000
Kepler-746 b,Kepler-746,2016,Kepler,,,,
Kepler-747 b,Kepler-747,2016,Kepler,0.193000,,0.76,3347.1600000
Kepler-748 b,Kepler-748,2016,Kepler,,,,1705.9900000
Kepler-749 b,Kepler-749,2016,Kepler,,,0.79,721.0270000
Kepler-75 b,Kepler-75,2013,Kepler,0.078600,,0.82,835.3560000
Kepler-750 b,Kepler-750,2016,Kepler,,,1.12,1296.0200000
Kepler-750 c,Kepler-750,2016,Kepler,0.053100,,1.19,1296.0200000
Kepler-751 b,Kepler-751,2016,Kepler,,,0.87,760.4300000
Kepler-752 b,Kepler-752,2016,Kepler,,,0.96,1232.2900000
Kepler-753 b,Kepler-753,2016,Kepler,0.053000,,0.59,274.7670000
Kepler-754 b,Kepler-754,2016,Kepler,,,1.06,1770.2700000
Kepler-755 b,Kepler-755,2016,Kepler,0.020700,,0.73,399.0340000
Kepler-755 c,Kepler-755,2016,Kepler,0.035500,,0.73,399.0340000
Kepler-756 b,Kepler-756,2016,Kepler,0.022000,,0.91,
Kepler-757 b,Kepler-757,2016,Kepler,0.019000,,0.91,1068.6800000
Kepler-758 b,Kepler-758,2016,Kepler,0.111400,,1.26,1502.3200000
Kepler-758 c,Kepler-758,2016,Kepler,0.060000,,1.27,1502.3200000
Kepler-758 d,Kepler-758,2016,Kepler,0.158200,,1.26,1502.3200000
Kepler-758 e,Kepler-758,2016,Kepler,0.086000,,1.27,1502.3200000
Kepler-759 b,Kepler-759,2016,Kepler,,,,1073.4800000
Kepler-76 b,Kepler-76,2013,Kepler,,,,822.9600000
Kepler-760 b,Kepler-760,2016,Kepler,,,0.87,792.3360000
Kepler-760 c,Kepler-760,2016,Kepler,0.034700,,0.92,792.3360000
Kepler-761 b,Kepler-761,2016,Kepler,,,0.95,830.7070000
Kepler-762 b,Kepler-762,2016,Kepler,,,1.07,1898.2600000
Kepler-763 b,Kepler-763,2016,Kepler,,,0.85,962.4590000
Kepler-764 b,Kepler-764,2016,Kepler,,,0.96,1047.8400000
Kepler-765 b,Kepler-765,2016,Kepler,0.181000,,1.03,1076.2800000
Kepler-766 b,Kepler-766,2016,Kepler,0.066000,,1.03,2297.6200000
Kepler-767 b,Kepler-767,2016,Kepler,,,,2251.0300000
Kepler-768 b,Kepler-768,2016,Kepler,,,0.83,784.5600000
Kepler-769 b,Kepler-769,2016,Kepler,,,1.19,1169.5700000
Kepler-769 c,Kepler-769,2016,Kepler,0.127200,,1.07,1169.5700000
Kepler-77 b,Kepler-77,2013,Kepler,0.045010,0.43000,0.95,639.4110000
Kepler-770 b,Kepler-770,2016,Kepler,,,0.96,930.4570000
Kepler-770 c,Kepler-770,2016,Kepler,0.023800,,0.82,930.4570000
Kepler-770 d,Kepler-770,2016,Kepler,,,0.96,930.4570000
Kepler-771 b,Kepler-771,2016,Kepler,0.083000,,1.02,1393.8500000
Kepler-772 b,Kepler-772,2016,Kepler,,,0.98,1130.2100000
Kepler-773 b,Kepler-773,2016,Kepler,0.046500,,0.95,547.0260000
Kepler-774 b,Kepler-774,2016,Kepler,,,1.30,917.8040000
Kepler-775 b,Kepler-775,2016,Kepler,,,0.93,398.6760000
Kepler-776 b,Kepler-776,2016,Kepler,,,0.83,727.9040000
Kepler-777 b,Kepler-777,2016,Kepler,0.052600,,0.59,443.1060000
Kepler-778 b,Kepler-778,2016,Kepler,,,0.86,938.1680000
Kepler-779 b,Kepler-779,2016,Kepler,0.059000,,0.54,283.1550000
Kepler-78 b,Kepler-78,2013,Kepler,,,0.85,124.3760000
Kepler-780 b,Kepler-780,2016,Kepler,0.014900,,0.95,557.6520000
Kepler-781 b,Kepler-781,2016,Kepler,,,0.87,1064.4700000
Kepler-782 b,Kepler-782,2016,Kepler,0.569200,,0.98,446.8440000
Kepler-783 b,Kepler-783,2016,Kepler,,,0.93,516.0900000
Kepler-783 c,Kepler-783,2020,Kepler,0.067900,,0.84,516.0900000
Kepler-784 b,Kepler-784,2016,Kepler,0.199700,,1.06,1303.7200000
Kepler-785 b,Kepler-785,2016,Kepler,0.027000,,0.68,642.0510000
Kepler-786 b,Kepler-786,2016,Kepler,0.254800,,0.79,485.3180000
Kepler-787 b,Kepler-787,2016,Kepler,0.015900,,0.62,503.5680000
Kepler-788 b,Kepler-788,2016,Kepler,,,1.16,1775.8000000
Kepler-789 b,Kepler-789,2016,Kepler,0.083600,,1.04,1480.1600000
Kepler-79 b,Kepler-79,2012,Kepler,,,1.24,1020.7200000
